"ID";"TCM_DN";"Rev";"ClientCode";"LastTrn";"LastTrnClient"
"2687";"4355-CC-VD-DL126640051 Imported at  21-06-2023 09:16:25";;;;
"2688";"4355-CC-VD-SC126640061 Imported at  21-06-2023 09:16:26";;;"2122-TTMCP-00518";"RLPP-TCPTM-00137"
"2689";"4355-CC-VD-QC126640051 Imported at  21-06-2023 09:16:27";;;"2122-TTMCP-00553";"RLPP-TCPTM-00126"
"2690";"4355-CC-VD-FW126640051 Imported at  21-06-2023 09:16:28";;;"2122-TTMCP-00522";
"2691";"4355-CC-VD-GS126640051 Imported at  21-06-2023 09:16:30";;;;
"2692";"4355-CC-VD-OM126640051 Imported at  21-06-2023 09:16:32";;;;
"2693";"4355-CC-VD-DB126640051 Imported at  21-06-2023 09:16:34";;;;
"2694";"4355-CC-VD-SD126640063 Imported at  21-06-2023 09:16:35";;;;
"2695";"4355-CC-VD-LG126640061 Imported at  21-06-2023 09:16:37";;;"2122-TTMCP-00516";"RLPP-TCPTM-00127"
"2696";"4355-CC-VD-MB126640051 Imported at  21-06-2023 09:16:39";;;;
"2697";"4355-CC-VD-SC126640062 Imported at  21-06-2023 09:16:41";;;;
"2698";"4355-CC-VD-DT126640061 Imported at  21-06-2023 09:16:43";;;;
"2699";"4355-CC-VD-SD126640062 Imported at  21-06-2023 09:16:45";;;"2122-TTMCP-00525";
"2700";"4355-CC-VD-SD126640065 Imported at  21-06-2023 09:16:46";;;;
"2701";"4355-CC-VD-QC126640061 Imported at  21-06-2023 09:16:49";;;"2122-TTMCP-00553";"RLPP-TCPTM-00126"
"2702";"4355-CC-VD-SD126640061 Imported at  21-06-2023 09:16:51";;;"2122-TTMCP-00521";
"2703";"4355-CC-VD-SD126640067 Imported at  21-06-2023 09:16:52";;;;
"2704";"4355-CC-VD-OM126640061 Imported at  21-06-2023 09:16:54";;;;
"2705";"4355-CC-VD-ML126640061 Imported at  21-06-2023 09:16:55";;;;
"2706";"4355-CC-VD-OL126640062 Imported at  21-06-2023 09:16:56";;;;
"2707";"4355-CC-VD-SD126640066 Imported at  21-06-2023 09:16:58";;;;
"2708";"4355-CC-VD-SD126640064 Imported at  21-06-2023 09:17:00";;;;
"2709";"4355-CC-VD-GS126640061 Imported at  21-06-2023 09:17:01";;;;
"2710";"4355-CC-VD-DL126640061 Imported at  21-06-2023 09:17:03";;;;
"2711";"4355-CC-VD-FW126640061 Imported at  21-06-2023 09:17:04";;;"2122-TTMCP-00522";
"2712";"4355-CC-VD-MB126640061 Imported at  21-06-2023 09:17:06";;;;
"2713";"4355-CC-VD-DB126640061 Imported at  21-06-2023 09:17:07";;;;
"2714";"4355-CC-VD-SD126640072 Imported at  21-06-2023 09:15:36";;;"2122-TTMCP-00653";
"2715";"4355-CC-VD-SD126640071 Imported at  21-06-2023 09:15:37";;;"2122-TTMCP-00521";
"2716";"4355-CC-VD-SC126640072 Imported at  21-06-2023 09:15:39";;;;
"2717";"4355-CC-VD-SC126640071 Imported at  21-06-2023 09:15:41";;;"2122-TTMCP-00518";"RLPP-TCPTM-00138"
"2718";"4355-CC-VD-SD126640076 Imported at  21-06-2023 09:15:43";;;;
"2719";"4355-CC-VD-SD126640074 Imported at  21-06-2023 09:15:45";;;;
"2720";"4355-CC-VD-LG126640071 Imported at  21-06-2023 09:15:47";;;"2122-TTMCP-00516";"RLPP-TCPTM-00127"
"2721";"4355-CC-VD-SD126640077 Imported at  21-06-2023 09:15:49";;;;
"2722";"4355-CC-VD-DL126640071 Imported at  21-06-2023 09:15:51";;;;
"2723";"4355-CC-VD-SD126640073 Imported at  21-06-2023 09:15:53";;;;
"2724";"4355-CC-VD-FW126640071 Imported at  21-06-2023 09:15:56";;;"2122-TTMCP-00522";
"2725";"4355-CC-VD-DT126640071 Imported at  21-06-2023 09:16:00";;;;
"2726";"4355-CC-VD-OL126640071 Imported at  21-06-2023 09:16:02";;;;
"2727";"4355-CC-VD-SD126640075 Imported at  21-06-2023 09:16:05";;;;
"2728";"4355-CC-VD-MB126640071 Imported at  21-06-2023 09:16:07";;;;
"2729";"4355-CC-VD-ML126640071 Imported at  21-06-2023 09:16:09";;;;
"2730";"4355-CC-VD-QC126640071 Imported at  21-06-2023 09:16:13";;;"2122-TTMCP-00523";"RLPP-TCPTM-00126"
"2731";"4355-CC-VD-GS126640071 Imported at  21-06-2023 09:16:14";;;;
"2732";"4355-CC-VD-SD126640081 Imported at  21-06-2023 09:16:16";;;"2122-TTMCP-00525";
"2733";"4355-CC-VD-DB126640071 Imported at  21-06-2023 09:16:18";;;;
"2734";"4355-CC-VD-SC126640081 Imported at  21-06-2023 09:16:19";;;"2122-TTMCP-00518";"RLPP-TCPTM-00138"
"2735";"4355-CC-VD-SD126640082 Imported at  21-06-2023 09:16:21";;;;
"2736";"4355-CC-VD-QC126640081 Imported at  21-06-2023 09:16:23";;;"2122-TTMCP-00553";"RLPP-TCPTM-00126"
"2737";"4355-CC-VD-OM126640071 Imported at  21-06-2023 09:16:25";;;;
"2738";"4355-CC-VD-SD126640083 Imported at  21-06-2023 09:16:26";;;;
"2739";"4355-CC-VD-DL126640081 Imported at  21-06-2023 09:16:28";;;;
"2740";"4355-CC-VD-OM126640081 Imported at  21-06-2023 09:16:30";;;;
"2741";"4355-CC-VD-OL126640081 Imported at  21-06-2023 09:16:32";;;;
"2742";"4355-CC-VD-SC126640082 Imported at  21-06-2023 09:16:34";;;;
"2743";"4355-CC-VD-LG126640081 Imported at  21-06-2023 09:16:35";;;"2122-TTMCP-00516";"RLPP-TCPTM-00127"
"2744";"4355-CC-VD-SD126640091 Imported at  21-06-2023 09:16:37";;;"2122-TTMCP-00525";
"2745";"4355-CC-VD-GS126640081 Imported at  21-06-2023 09:16:38";;;;
"2746";"4355-CC-VD-MB126640081 Imported at  21-06-2023 09:16:41";;;;
"2747";"4355-CC-VD-FW126640081 Imported at  21-06-2023 09:16:43";;;"2122-TTMCP-00522";
"2748";"4355-CC-VD-DT126640081 Imported at  21-06-2023 09:16:45";;;;
"2749";"4355-CC-VD-SD126640092 Imported at  21-06-2023 09:16:47";;;;
"2750";"4355-CC-VD-DL126640091 Imported at  21-06-2023 09:16:49";;;;
"2751";"4355-CC-VD-SD126640093 Imported at  21-06-2023 09:16:51";;;;
"2752";"4355-CC-VD-DB126640081 Imported at  21-06-2023 09:16:53";;;;
"2753";"4355-CC-VD-ML126640081 Imported at  21-06-2023 09:16:55";;;;
"2754";"4355-CC-VD-OL126640091 Imported at  21-06-2023 09:16:57";;;;
"2755";"4355-CC-VD-MB126640091 Imported at  21-06-2023 09:16:59";;;;
"2756";"4355-CC-VD-SC126640091 Imported at  21-06-2023 09:17:01";;;"2122-TTMCP-00518";"RLPP-TCPTM-00139"
"2757";"4355-CC-VD-GS126640091 Imported at  21-06-2023 09:17:04";;;;
"2758";"4355-CC-VD-LG126640091 Imported at  21-06-2023 09:17:07";;;"2122-TTMCP-00516";"RLPP-TCPTM-00127"
"2759";"4355-CC-VD-FW126640091 Imported at  21-06-2023 09:17:09";;;"2122-TTMCP-00522";
"2760";"4355-CC-VD-ML126640091 Imported at  21-06-2023 09:17:10";;;;
"2761";"4355-CC-VD-SD126640102 Imported at  21-06-2023 09:17:12";;;"50-TTMCP-00515";
"2762";"4355-CC-VD-DB126640091 Imported at  21-06-2023 09:17:14";;;;
"2763";"4355-CC-VD-SD126640101 Imported at  21-06-2023 09:17:16";;;"50-TTMCP-00413";
"2764";"4355-CC-VD-SC126640101 Imported at  21-06-2023 09:17:18";;;"2122-TTMCP-00518";"RLPP-TCPTM-00138"
"2765";"4355-CC-VD-QC126640091 Imported at  21-06-2023 09:17:20";;;"2122-TTMCP-00553";"RLPP-TCPTM-00126"
"2766";"4355-CC-VD-SD126640107 Imported at  21-06-2023 09:17:23";;;;
"2767";"4355-CC-VD-SD126640106 Imported at  21-06-2023 09:17:25";;;;
"2768";"4355-CC-VD-SC126640102 Imported at  21-06-2023 09:17:28";;;;
"2769";"4355-CC-VD-SD126640103 Imported at  21-06-2023 09:17:30";;;;
"2770";"4355-CC-VD-OM126640091 Imported at  21-06-2023 09:17:31";;;;
"2771";"4355-CC-VD-OL126640101 Imported at  21-06-2023 09:17:33";;;;
"2772";"4355-CC-VD-DT126640101 Imported at  21-06-2023 09:17:34";;;;
"2773";"4355-CC-VD-LG126640101 Imported at  21-06-2023 09:17:36";;;"2122-TTMCP-00516";"RLPP-TCPTM-00127"
"2774";"4355-CC-VD-SD126640104 Imported at  21-06-2023 09:17:37";;;;
"2775";"4355-CC-VD-GS126640101 Imported at  21-06-2023 09:17:39";;;;
"2776";"4355-CC-VD-ML126640101 Imported at  21-06-2023 09:17:40";;;;
"2777";"4355-CC-VD-DL126640101 Imported at  21-06-2023 09:17:43";;;;
"2778";"4355-CC-VD-SD126640105 Imported at  21-06-2023 09:17:45";;;;
"2779";"4355-CC-VD-MB126640101 Imported at  21-06-2023 09:17:46";;;;
"2780";"4355-CC-VD-FW126640101 Imported at  21-06-2023 09:17:49";;;"50-TTMCP-00414";
"2781";"4355-CC-VD-QC126640101 Imported at  21-06-2023 09:17:50";;;"50-TTMCP-00444";"RLPP-TCPTM-00126"
"2782";"4355-CC-VD-DB126640101 Imported at  21-06-2023 09:17:52";;;;
"2783";"4355-CC-VD-OM126640101 Imported at  21-06-2023 09:17:53";;;;
"2784";"4355-CC-VD-PP126640001 Imported at  21-06-2023 09:15:36";;;"2050-TTMCP-01079";
"2785";"4355-CC-VD-GP126640002 Imported at  21-06-2023 09:15:38";;;;
"2786";"4355-CC-VD-PL126640001 Imported at  21-06-2023 09:15:39";;;"2122-TTMCP-00517";"RLPP-TCPTM-00126"
"2787";"4355-CC-VD-PS126640001 Imported at  21-06-2023 09:15:42";;;"2050-TTMCP-01646";
"2788";"4355-CC-VD-GP126640001 Imported at  21-06-2023 09:15:45";;;;
"2789";"4355-CC-VD-DS126640001 Imported at  21-06-2023 09:15:47";;;;
"2790";"4355-CC-VD-DI126640001 Imported at  21-06-2023 09:15:49";;;;
"2791";"4355-CC-VD-FW126640001 Imported at  21-06-2023 09:15:50";;;"2122-TTMCP-02316";
"2792";"4355-CC-VD-FW126640003 Imported at  21-06-2023 09:15:52";;;"2050-TTMCP-01130";
"2793";"4355-CC-VD-QP126640003 Imported at  21-06-2023 09:15:56";;;;
"2794";"4355-CC-VD-QP126640001 Imported at  21-06-2023 09:15:58";;;"2050-TTMCP-00885";"RLPP-TCPTM-00143"
"2795";"4355-CC-VD-FP126640001 Imported at  21-06-2023 09:15:59";;;;
"2796";"4355-CC-VD-DS126640002 Imported at  21-06-2023 09:16:01";;;;
"2797";"4355-CC-VD-SD126640001 Imported at  21-06-2023 09:16:03";;;"2122-TTMCP-00653";
"2798";"4355-CC-VD-QP126640005 Imported at  21-06-2023 09:16:04";;;"2050-TTMCP-01237";
"2799";"4355-CC-VD-SC126640001 Imported at  21-06-2023 09:16:06";;;"2122-TTMCP-00518";"RLPP-TCPTM-00136"
"2800";"4355-CC-VD-QP126640004 Imported at  21-06-2023 09:16:08";;;"2050-TTMCP-01084";"RLPP-TCPTM-00174"
"2801";"4355-CC-VD-OL126640001 Imported at  21-06-2023 09:16:09";;;;
"2802";"4355-CC-VD-DI126640002 Imported at  21-06-2023 09:16:12";;;"2050-TTMCP-01238";
"2803";"4355-CC-VD-FW126640004 Imported at  21-06-2023 09:16:14";;;"2122-TTMCP-00522";
"2804";"4355-CC-VD-SD126640002 Imported at  21-06-2023 09:16:16";;;;
"2805";"4355-CC-VD-QC126640001 Imported at  21-06-2023 09:16:17";;;"2122-TTMCP-00599";"RLPP-TCPTM-00126"
"2806";"4355-CC-VD-GS126640001 Imported at  21-06-2023 09:16:19";;;;
"2807";"4355-CC-VD-QP126640002 Imported at  21-06-2023 09:16:20";;;;
"2808";"4355-CC-VD-DB126640001 Imported at  21-06-2023 09:16:22";;;;
"2809";"4355-CC-VD-OM126640001 Imported at  21-06-2023 09:16:23";;;;
"2810";"4355-CC-VD-FW126640011 Imported at  21-06-2023 09:16:25";;;"2122-TTMCP-00522";
"2811";"4355-CC-VD-LG126640001 Imported at  21-06-2023 09:16:27";;;"2122-TTMCP-00516";"RLPP-TCPTM-00126"
"2812";"4355-CC-VD-ML126640001 Imported at  21-06-2023 09:16:29";;;;
"2813";"4355-CC-VD-LG126640011 Imported at  21-06-2023 09:16:31";;;"2122-TTMCP-00516";"RLPP-TCPTM-00127"
"2814";"4355-CC-VD-DB126640011 Imported at  21-06-2023 09:16:34";;;;
"2815";"4355-CC-VD-SD126640011 Imported at  21-06-2023 09:16:41";;;"2122-TTMCP-00653";
"2816";"4355-CC-VD-DL126640001 Imported at  21-06-2023 09:16:45";;;;
"2817";"4355-CC-VD-SC126640011 Imported at  21-06-2023 09:16:47";;;"2122-TTMCP-00518";"RLPP-TCPTM-00136"
"2818";"4355-CC-VD-DL126640011 Imported at  21-06-2023 09:16:49";;;;
"2819";"4355-CC-VD-LG126640021 Imported at  21-06-2023 09:16:52";;;"2122-TTMCP-00516";"RLPP-TCPTM-00127"
"2820";"4355-CC-VD-MB126640001 Imported at  21-06-2023 09:16:56";;;;
"2821";"4355-CC-VD-DL126640021 Imported at  21-06-2023 09:17:00";;;;
"2822";"4355-CC-VD-OL126640011 Imported at  21-06-2023 09:17:02";;;;
"2823";"4355-CC-VD-QC126640011 Imported at  21-06-2023 09:17:04";;;"2122-TTMCP-00599";"RLPP-TCPTM-00126"
"2824";"4355-CC-VD-SD126640012 Imported at  21-06-2023 09:17:06";;;;
"2825";"4355-CC-VD-MB126640011 Imported at  21-06-2023 09:17:09";;;;
"2826";"4355-CC-VD-OM126640011 Imported at  21-06-2023 09:17:11";;;;
"2827";"4355-CC-VD-GS126640011 Imported at  21-06-2023 09:17:12";;;;
"2828";"4355-CC-VD-MB126640021 Imported at  21-06-2023 09:17:14";;;;
"2829";"4355-CC-VD-SD126640021 Imported at  21-06-2023 09:17:16";;;"2122-TTMCP-00653";
"2830";"4355-CC-VD-FW126640021 Imported at  21-06-2023 09:17:18";;;"2122-TTMCP-00522";
"2831";"4355-CC-VD-SD126640031 Imported at  21-06-2023 09:17:19";;;;
"2832";"4355-CC-VD-ML126640011 Imported at  21-06-2023 09:17:20";;;;
"2833";"4355-CC-VD-SD126640022 Imported at  21-06-2023 09:17:22";;;;
"2834";"4355-CC-VD-SD126640036 Imported at  21-06-2023 09:17:23";;;;
"2835";"4355-CC-VD-ML126640021 Imported at  21-06-2023 09:17:25";;;;
"2836";"4355-CC-VD-DB126640021 Imported at  21-06-2023 09:17:27";;;;
"2837";"4355-CC-VD-SC126640021 Imported at  21-06-2023 09:17:30";;;"2122-TTMCP-00518";"RLPP-TCPTM-00137"
"2838";"4355-CC-VD-SC126640031 Imported at  21-06-2023 09:17:33";;;"2122-TTMCP-00518";"RLPP-TCPTM-00136"
"2839";"4355-CC-VD-OL126640031 Imported at  21-06-2023 09:17:35";;;;
"2840";"4355-CC-VD-QC126640021 Imported at  21-06-2023 09:17:36";;;"2122-TTMCP-00599";"RLPP-TCPTM-00126"
"2841";"4355-CC-VD-SC126640032 Imported at  21-06-2023 09:17:40";;;;
"2842";"4355-CC-VD-SD126640033 Imported at  21-06-2023 09:17:41";;;;
"2843";"4355-CC-VD-GS126640031 Imported at  21-06-2023 09:17:43";;;;
"2844";"4355-CC-VD-OL126640021 Imported at  21-06-2023 09:17:48";;;;
"2845";"4355-CC-VD-OM126640021 Imported at  21-06-2023 09:17:50";;;;
"2846";"4355-CC-VD-SD126640034 Imported at  21-06-2023 09:17:52";;;;
"2847";"4355-CC-VD-FW126640031 Imported at  21-06-2023 09:17:53";;;"2122-TTMCP-00522";
"2848";"4355-CC-VD-GS126640003 Imported at  21-06-2023 09:17:55";;;;
"2849";"4355-CC-VD-QC126640031 Imported at  21-06-2023 09:17:57";;;"2122-TTMCP-00553";"RLPP-TCPTM-00126"
"2850";"4355-CC-VD-DB126640031 Imported at  21-06-2023 09:17:58";;;;
"2851";"4355-CC-VD-SD126640032 Imported at  21-06-2023 09:18:01";;;"2122-TTMCP-00652";
"2852";"4355-CC-VD-OM126640031 Imported at  21-06-2023 09:18:05";;;;
"2853";"4355-CC-VD-LG126640031 Imported at  21-06-2023 09:18:07";;;"2122-TTMCP-00516";"RLPP-TCPTM-00127"
"2854";"4355-CC-VD-SD126640035 Imported at  21-06-2023 09:18:09";;;;
"2855";"4355-CC-VD-DT126640031 Imported at  21-06-2023 09:18:11";;;;
"2856";"4355-CC-VD-ML126640031 Imported at  21-06-2023 09:18:14";;;;
"2857";"4355-CC-VD-DL126640031 Imported at  21-06-2023 09:18:16";;;;
"2858";"4355-CC-VD-MB126640031 Imported at  21-06-2023 09:18:19";;;;
"2859";"4355-JK-VD-IS101470047";;;"2050-TTMCP-00680";
"2860";"4355-JK-VD-IS101470030";;;"2050-TTMCP-00684";
"2861";"4355-JK-VD-IS101470021";;;"2050-TTMCP-00665";
"2862";"4355-JK-VD-IS101470020";;;"2050-TTMCP-00669";
"2863";"4355-JK-VD-IS101470048";;;"2050-TTMCP-00665";
"2864";"4355-JK-VD-IS101470022";;;"2050-TTMCP-00677";
"2865";"4355-JK-VD-IS101470025";;;"2050-TTMCP-00669";
"2866";"4355-JK-VD-IS101470017";;;"2050-TTMCP-00669";
"2867";"4355-JK-VD-IS101470049";;;"2050-TTMCP-00665";
"2868";"4355-JK-VD-IS101470018";;;"2050-TTMCP-00665";
"2869";"4355-JK-VD-IS101470050";;;"2050-TTMCP-00665";
"2870";"4355-JK-VD-IS101470015";;;"2050-TTMCP-00669";
"2871";"4355-JK-VD-IS101470026";;;"2050-TTMCP-00665";
"2872";"4355-JK-VD-IS101470019";;;"2050-TTMCP-00665";
"2873";"4355-JK-VD-IS101470023";;;"2050-TTMCP-00669";
"2874";"4355-CC-VD-PL126490001 Imported at  24-06-2023 02:35:21";;;"2050-TTMCP-00832";"RLPP-TCPTM-00151"
"2875";"4355-CC-VD-GP126490002 Imported at  24-06-2023 02:35:22";;;;
"2876";"4355-CC-VD-PP126490001 Imported at  24-06-2023 02:35:24";;;"2050-TTMCP-00741";
"2877";"4355-CC-VD-PS126490001 Imported at  24-06-2023 02:35:25";;;"2050-TTMCP-00693";
"2878";"4355-CC-VD-GP126490001 Imported at  24-06-2023 02:35:27";;;;
"2879";"4355-CC-VD-FW126490003 Imported at  24-06-2023 02:35:29";;;"2050-TTMCP-00860";
"2880";"4355-CC-VD-FW126490001 Imported at  24-06-2023 02:35:30";;;"2050-TTMCP-01476";
"2881";"4355-CC-VD-DI126490002 Imported at  24-06-2023 02:35:32";;;"2050-TTMCP-01622";
"2882";"4355-CC-VD-FW126490002 Imported at  24-06-2023 02:35:33";;;"2050-TTMCP-01476";
"2883";"4355-CC-VD-DI126490001 Imported at  24-06-2023 02:35:35";;;;
"2884";"4355-CC-VD-QP126490001 Imported at  24-06-2023 02:35:36";;;"2050-TTMCP-01065";"RLPP-TCPTM-00173"
"2885";"4355-CC-VD-FP126490001 Imported at  24-06-2023 02:35:37";;;"2050-TTMCP-01624";
"2886";"4355-CC-VD-DS126490001 Imported at  24-06-2023 02:35:39";;;"2050-TTMCP-01623";
"2887";"4355-CC-VD-QP126490003 Imported at  24-06-2023 02:35:40";;;"2050-TTMCP-01625";"RLPP-TCPTM-00236"
"2888";"4355-CC-VD-QP126490002 Imported at  24-06-2023 02:35:41";;;"2050-TTMCP-01051";"RLPP-TCPTM-00173"
"2889";"4355-CC-VD-SC126490001 Imported at  24-06-2023 02:35:42";;;"2122-TTMCP-00556";"RLPP-TCPTM-00135"
"2890";"4355-CC-VD-SC126490002 Imported at  24-06-2023 02:35:43";;;;
"2891";"4355-CC-VD-QP126490004 Imported at  24-06-2023 02:35:45";;;"2050-TTMCP-01625";"RLPP-TCPTM-00236"
"2892";"4355-CC-VD-SC126490004 Imported at  24-06-2023 02:35:46";;;;
"2893";"4355-CC-VD-LG126490001 Imported at  24-06-2023 02:35:49";;;"2122-TTMCP-00556";"RLPP-TCPTM-00125"
"2894";"4355-CC-VD-SD126490001 Imported at  24-06-2023 02:35:50";;;"2122-TTMCP-00627";
"2895";"4355-CC-VD-SC126490005 Imported at  24-06-2023 02:35:52";;;;
"2897";"4355-CC-VD-SD126490004 Imported at  24-06-2023 02:35:54";;;"2122-TTMCP-01743";
"2898";"4355-CC-VD-SC126490003 Imported at  24-06-2023 02:35:56";;;;
"2899";"4355-CC-VD-DT126490002 Imported at  24-06-2023 02:35:57";;;;
"2900";"4355-CC-VD-OL126490001 Imported at  24-06-2023 02:35:58";;;"2122-TTMCP-01981";"RLPP-TCPTM-00253"
"2901";"4355-CC-VD-SD126490003 Imported at  24-06-2023 02:35:59";;;;
"2902";"4355-CC-VD-DL126490001 Imported at  24-06-2023 02:36:00";;;;
"2903";"4355-CC-VD-SD126490002 Imported at  24-06-2023 02:36:02";;;"2122-TTMCP-00627";
"2904";"4355-CC-VD-ML126490001 Imported at  24-06-2023 02:36:03";;;;
"2905";"4355-CC-VD-GS126490001 Imported at  24-06-2023 02:36:04";;;;
"2906";"4355-CC-VD-MB126490001 Imported at  24-06-2023 02:36:06";;;;
"2907";"4355-CC-VD-FW126490004 Imported at  24-06-2023 02:36:07";;;"2122-TTMCP-00605";
"2908";"4355-CC-VD-QC126490001 Imported at  24-06-2023 02:36:09";;;"2122-TTMCP-00607";"RLPP-TCPTM-00126"
"2909";"4355-CC-VD-SC126490011 Imported at  24-06-2023 02:36:11";;;"2122-TTMCP-00556";"RLPP-TCPTM-00135"
"2910";"4355-CC-VD-SC126490015 Imported at  24-06-2023 02:36:12";;;;
"2911";"4355-CC-VD-SC126490014 Imported at  24-06-2023 02:36:13";;;;
"2912";"4355-CC-VD-DB126490001 Imported at  24-06-2023 02:36:14";;;;
"2913";"4355-CC-VD-OM126490001 Imported at  24-06-2023 02:36:16";;;;
"2914";"4355-CC-VD-SD126490014 Imported at  24-06-2023 02:36:17";;;;
"2915";"4355-CC-VD-SD126490013 Imported at  24-06-2023 02:36:19";;;;
"2916";"4355-CC-VD-SC126490013 Imported at  24-06-2023 02:36:21";;;;
"2917";"4355-CC-VD-SC126490012 Imported at  24-06-2023 02:36:23";;;;
"2918";"4355-CC-VD-DT126490011 Imported at  24-06-2023 02:36:25";;;;
"2919";"4355-CC-VD-SD126490012 Imported at  24-06-2023 02:36:26";;;"2122-TTMCP-00627";
"2920";"4355-CC-VD-FW126490011 Imported at  24-06-2023 02:36:28";;;"2122-TTMCP-00605";
"2921";"4355-CC-VD-SD126490011 Imported at  24-06-2023 02:36:29";;;"2122-TTMCP-00651";
"2922";"4355-CC-VD-LG126490011 Imported at  24-06-2023 02:36:33";;;"2122-TTMCP-00556";"RLPP-TCPTM-00125"
"2923";"4355-CC-VD-SD126490016 Imported at  24-06-2023 02:36:37";;;"2122-TTMCP-01743";
"2925";"4355-CC-VD-SD126490015 Imported at  24-06-2023 02:36:40";;;;
"2926";"4355-CC-VD-DB126490011 Imported at  24-06-2023 02:36:42";;;;
"2927";"4355-CC-VD-DL126490011 Imported at  24-06-2023 02:36:44";;;;
"2928";"4355-CC-VD-QC126490011 Imported at  24-06-2023 02:36:46";;;"2122-TTMCP-00607";"RLPP-TCPTM-00126"
"2929";"4355-CC-VD-ML126490011 Imported at  24-06-2023 02:36:50";;;;
"2930";"4355-CC-VD-OL126490011 Imported at  24-06-2023 02:36:53";;;"2122-TTMCP-01981";"RLPP-TCPTM-00285"
"2931";"4355-CC-VD-MB126490011 Imported at  24-06-2023 02:36:55";;;;
"2932";"4355-CC-VD-OM126490011 Imported at  24-06-2023 02:36:58";;;;
"2933";"4355-CC-VD-GS126490011 Imported at  24-06-2023 02:36:59";;;;
"2934";"4355-CC-VD-SC126490022 Imported at  24-06-2023 02:37:15";;;;
"2935";"4355-CC-VD-SC126490023 Imported at  24-06-2023 02:37:17";;;;
"2936";"4355-CC-VD-SC126490024 Imported at  24-06-2023 02:37:19";;;;
"2937";"4355-CC-VD-SC126490021 Imported at  24-06-2023 02:37:21";;;"2122-TTMCP-00556";"RLPP-TCPTM-00135"
"2938";"4355-CC-VD-SD126490022 Imported at  24-06-2023 02:37:23";;;"2122-TTMCP-00627";
"2939";"4355-CC-VD-SD126490023 Imported at  24-06-2023 02:37:25";;;;
"2940";"4355-CC-VD-SD126490021 Imported at  24-06-2023 02:37:28";;;"2122-TTMCP-00627";
"2941";"4355-CC-VD-SC126490025 Imported at  24-06-2023 02:37:30";;;;
"2942";"4355-CC-VD-LG126490021 Imported at  24-06-2023 02:37:35";;;"2122-TTMCP-00556";"RLPP-TCPTM-00125"
"2943";"4355-CC-VD-QC126490021 Imported at  24-06-2023 02:37:36";;;"2122-TTMCP-00607";"RLPP-TCPTM-00126"
"2944";"4355-CC-VD-FW126490021 Imported at  24-06-2023 02:37:39";;;"2122-TTMCP-00605";
"2945";"4355-CC-VD-DT126490021 Imported at  24-06-2023 02:37:41";;;;
"2946";"4355-CC-VD-DB126490021 Imported at  24-06-2023 02:37:43";;;;
"2947";"4355-CC-VD-OM126490021 Imported at  24-06-2023 02:37:45";;;;
"2948";"4355-CC-VD-SD126490024 Imported at  24-06-2023 02:37:47";;;"2122-TTMCP-01743";
"2950";"4355-CC-VD-SC126490032 Imported at  24-06-2023 02:37:51";;;;
"2951";"4355-CC-VD-ML126490021 Imported at  24-06-2023 02:37:54";;;;
"2952";"4355-CC-VD-DL126490021 Imported at  24-06-2023 02:37:58";;;;
"2953";"4355-CC-VD-SC126490033 Imported at  24-06-2023 02:38:00";;;;
"2954";"4355-CC-VD-OL126490021 Imported at  24-06-2023 02:38:02";;;"2122-TTMCP-01981";"RLPP-TCPTM-00253"
"2955";"4355-CC-VD-SC126490031 Imported at  24-06-2023 02:38:05";;;"2122-TTMCP-00556";"RLPP-TCPTM-00135"
"2956";"4355-CC-VD-MB126490021 Imported at  24-06-2023 02:38:07";;;;
"2957";"4355-CC-VD-SD126490032 Imported at  24-06-2023 02:38:10";;;"2122-TTMCP-00627";
"2958";"4355-CC-VD-SD126490031 Imported at  24-06-2023 02:38:13";;;"2122-TTMCP-00651";
"2959";"4355-CC-VD-LG126490031 Imported at  24-06-2023 02:38:15";;;"2122-TTMCP-00556";"RLPP-TCPTM-00125"
"2960";"4355-CC-VD-SC126490034 Imported at  24-06-2023 02:38:17";;;;
"2961";"4355-CC-VD-GS126490021 Imported at  24-06-2023 02:38:19";;;;
"2962";"4355-CC-VD-SD126490033 Imported at  24-06-2023 02:38:21";;;;
"2964";"4355-CC-VD-SC126490035 Imported at  24-06-2023 02:38:25";;;;
"2965";"4355-CC-VD-SD126490036 Imported at  24-06-2023 02:38:27";;;"2122-TTMCP-01743";
"2966";"4355-CC-VD-SD126490035 Imported at  24-06-2023 02:38:28";;;;
"2967";"4355-CC-VD-DT126490031 Imported at  24-06-2023 02:38:30";;;;
"2968";"4355-CC-VD-SD126490034 Imported at  24-06-2023 02:38:33";;;;
"2969";"4355-CC-VD-QC126490031 Imported at  24-06-2023 02:38:36";;;"2122-TTMCP-00607";"RLPP-TCPTM-00126"
"2970";"4355-CC-VD-DL126490031 Imported at  24-06-2023 02:38:39";;;;
"2971";"4355-CC-VD-FW126490031 Imported at  24-06-2023 02:38:41";;;"2122-TTMCP-00605";
"2972";"4355-CC-VD-DB126490031 Imported at  24-06-2023 02:38:43";;;;
"2973";"4355-CC-VD-ML126490031 Imported at  24-06-2023 02:38:45";;;;
"2974";"4355-CC-VD-MB126490031 Imported at  24-06-2023 02:38:47";;;;
"2975";"4355-CC-VD-OL126490031 Imported at  24-06-2023 02:38:49";;;"2122-TTMCP-01981";"RLPP-TCPTM-00253"
"2976";"4355-CC-VD-OM126490031 Imported at  24-06-2023 02:38:51";;;;
